payment_id,order_id,payment_type,payment_value
1126,2082,UPI,18614.58
1127,2083,UPI,2850.84
1128,2084,Credit Card,144128.67
1129,2085,Credit Card,3061.33
1130,2086,Debit Card,7136.12
1131,2087,Credit Card,1725.58
1132,2088,COD,21049.24
1133,2089,COD,30449.65
1134,2090,Credit Card,6947.45
1135,2091,Net Banking,110905.98
1136,2092,Debit Card,183298.29
1137,2093,UPI,23118.31
1138,2094,Debit Card,38626.69
1139,2095,Net Banking,3910.36
1140,2096,Net Banking,9233.3
1141,2097,UPI,6555.92
1142,2098,COD,11033.66
1143,2099,Net Banking,5935.82
1144,2100,Credit Card,358.99
1145,2101,Credit Card,27754.71
1146,2102,Credit Card,19910.38
1147,2104,COD,85543.7
1148,2105,Net Banking,29074.9
1149,2106,COD,78332.0
1150,2107,UPI,3844.26
1151,2108,Credit Card,54738.16
1152,2109,Net Banking,15796.82
1153,2110,COD,54828.86
1154,2111,Net Banking,54601.19
1155,2112,Net Banking,56417.28
1156,2113,Debit Card,146700.54
1157,2114,Debit Card,5145.67
1158,2115,Credit Card,32766.99
1159,2117,UPI,6552.75
1160,2118,UPI,83756.78
1161,2119,Net Banking,7177.9
1162,2121,Credit Card,104480.34
1163,2122,UPI,144039.3
1164,2123,COD,250124.86
1165,2124,Debit Card,690.81
1166,2125,UPI,2406.57
1167,2126,Debit Card,7390.77
1168,2127,Debit Card,1462.11
1169,2128,Net Banking,5248.25
1170,2129,UPI,5213.15
1171,2131,Debit Card,105832.13
1172,2132,Net Banking,5825.79
1173,2133,UPI,2302.44
1174,2134,Credit Card,5237.88
1175,2135,UPI,6204.02
1176,2136,COD,158866.95
1177,2137,COD,54353.26
1178,2138,COD,180221.75
1179,2140,UPI,30447.83
1180,2141,COD,130605.11
1181,2142,Credit Card,15760.51
1182,2143,Net Banking,1620.96
1183,2144,Net Banking,10450.89
1184,2145,COD,15660.11
1185,2146,COD,10406.92
1186,2147,Debit Card,20546.09
1187,2148,UPI,2430.74
1188,2149,COD,33791.07
1189,2150,UPI,42251.13
1190,2151,Debit Card,48791.28
1191,2152,Credit Card,77443.14
1192,2153,Debit Card,6043.03
1193,2154,COD,1269.32
1194,2155,Net Banking,6615.25
1195,2156,Debit Card,93766.73
1196,2157,UPI,314.79
1197,2158,UPI,4207.44
1198,2159,UPI,9089.3
1199,2160,Debit Card,16689.78
1200,2161,Credit Card,105623.31
1201,2162,Debit Card,120064.29
1202,2163,Net Banking,46269.14
1203,2164,Credit Card,1858.3
1204,2165,Debit Card,10202.58
1205,2168,Debit Card,120168.96
1206,2171,Net Banking,20441.96
1207,2174,UPI,4470.23
1208,2175,COD,16695.48
1209,2176,Debit Card,8995.5
1210,2177,UPI,8174.58
1211,2178,Net Banking,8818.93
1212,2179,Debit Card,2971.63
1213,2181,Debit Card,51850.81
1214,2182,Net Banking,157946.33
1215,2183,UPI,166324.05
1216,2184,UPI,39308.08
1217,2185,Debit Card,38702.94
1218,2186,Debit Card,65514.37
1219,2187,Credit Card,5515.69
1220,2188,UPI,9344.18
1221,2191,Credit Card,1319.44
1222,2192,COD,25189.87
1223,2193,COD,2296.83
1224,2194,COD,9507.33
1225,2195,UPI,26723.03
1226,2196,Debit Card,43541.42
1227,2197,UPI,5748.33
1228,2198,UPI,254550.36
1229,2199,Debit Card,6334.98
1230,2200,Debit Card,7431.15
1231,2201,Debit Card,22763.85
1232,2202,UPI,8716.55
1233,2203,Credit Card,3508.02
1234,2204,COD,74831.64
1235,2205,Credit Card,16626.85
1236,2206,COD,2350.44
1237,2207,UPI,2901.66
1238,2208,Credit Card,2999.14
1239,2209,UPI,32873.73
1240,2210,Debit Card,10093.21
1241,2211,Debit Card,62297.74
1242,2212,COD,2056.16
1243,2213,COD,48257.42
1244,2214,UPI,6642.57
1245,2216,COD,7512.21
1246,2218,COD,19321.68
1247,2220,COD,56473.35
1248,2221,Debit Card,1953.05
1249,2222,COD,6961.71
1250,2223,Debit Card,10401.75
1251,2224,UPI,85445.54
1252,2225,Net Banking,5622.7
1253,2226,UPI,119083.14
1254,2228,Debit Card,4309.62
1255,2229,Net Banking,4217.5
1256,2230,UPI,42977.0
1257,2231,Debit Card,8122.53
1258,2232,Debit Card,708.85
1259,2233,UPI,641.97
1260,2234,Credit Card,56738.22
1261,2235,UPI,4874.3
1262,2236,UPI,547.35
1263,2237,COD,3456.93
1264,2238,UPI,113547.74
1265,2239,UPI,7252.53
1266,2240,Net Banking,44642.54
1267,2241,UPI,139812.34
1268,2242,Net Banking,114272.46
1269,2243,Debit Card,29121.88
1270,2244,Net Banking,1901.77
1271,2245,COD,22602.31
1272,2246,UPI,34665.03
1273,2247,Debit Card,133370.59
1274,2249,Credit Card,944.83
1275,2250,COD,72851.72
1276,2251,COD,33522.03
1277,2252,Credit Card,8145.2
1278,2255,UPI,104252.82
1279,2256,Debit Card,329.88
1280,2257,Credit Card,8086.42
1281,2258,Credit Card,11031.0
1282,2260,COD,48988.57
1283,2261,UPI,13210.1
1284,2262,UPI,1602.3
1285,2263,Net Banking,1643.58
1286,2264,Credit Card,9497.02
1287,2265,Credit Card,14005.35
1288,2266,Credit Card,7072.92
1289,2268,COD,2065.18
1290,2269,Credit Card,4299.48
1291,2271,Net Banking,41406.24
1292,2272,UPI,14678.23
1293,2273,COD,104604.42
1294,2274,Debit Card,5268.33
1295,2275,COD,5378.86
1296,2276,Credit Card,4310.27
1297,2279,Net Banking,46501.07
1298,2280,COD,5881.32
1299,2282,Credit Card,23827.49
1300,2283,UPI,45377.84
1301,2285,Net Banking,6236.67
1302,2286,Credit Card,45965.7
1303,2288,COD,11761.74
1304,2289,Net Banking,23393.55
1305,2291,Credit Card,1786.9
1306,2292,COD,46773.68
1307,2293,Debit Card,2272.96
1308,2294,Debit Card,15615.82
1309,2295,Credit Card,16699.26
1310,2296,Net Banking,2355.27
1311,2297,COD,4006.89
1312,2298,Net Banking,3562.28
1313,2299,COD,153376.6
1314,2300,Debit Card,34527.89
1315,2301,Debit Card,14531.0
1316,2302,Credit Card,58648.12
1317,2304,COD,8741.83
1318,2305,UPI,2365.08
1319,2306,Net Banking,25627.87
1320,2307,Debit Card,288.08
1321,2309,COD,44206.77
1322,2310,Net Banking,5024.95
1323,2311,UPI,5498.81
1324,2312,UPI,34967.07
1325,2313,Net Banking,8213.12
1326,2314,COD,18827.18
1327,2315,Credit Card,7878.48
1328,2316,Debit Card,2184.57
1329,2317,Credit Card,52588.44
1330,2318,COD,9005.05
1331,2319,Credit Card,34941.06
1332,2320,COD,15004.04
1333,2321,UPI,22614.09
1334,2322,Credit Card,832.03
1335,2323,Credit Card,9285.15
1336,2324,UPI,53719.35
1337,2325,Credit Card,7132.05
1338,2326,Credit Card,5867.88
1339,2327,UPI,4938.58
1340,2329,UPI,3484.23
1341,2330,Net Banking,54038.39
1342,2331,Credit Card,3849.87
1343,2333,Credit Card,166931.71
1344,2334,Debit Card,4842.76
1345,2335,UPI,19799.01
1346,2336,COD,82563.73
1347,2337,UPI,27286.41
1348,2338,Credit Card,40267.36
1349,2339,UPI,8611.79
1350,2340,UPI,60554.98
1351,2341,Net Banking,3591.88
1352,2342,UPI,24107.7
1353,2343,Debit Card,99657.68
1354,2344,Credit Card,177062.52
1355,2345,Net Banking,57928.54
1356,2346,Credit Card,1055.55
1357,2347,Credit Card,106745.31
1358,2348,UPI,57548.33
1359,2350,Debit Card,29289.15
1360,2351,Debit Card,21782.43
1361,2352,Net Banking,11096.23
1362,2353,Net Banking,2587.17
1363,2354,COD,79953.71
1364,2355,Debit Card,6990.85
1365,2356,Net Banking,22761.18
1366,2357,Credit Card,21251.76
1367,2359,Credit Card,15730.94
1368,2361,Credit Card,41185.58
1369,2362,Net Banking,4050.23
1370,2363,Debit Card,5016.72
1371,2364,Credit Card,104215.35
1372,2365,Credit Card,3820.02
1373,2366,Net Banking,1674.75
1374,2368,Net Banking,12916.29
1375,2370,Debit Card,9917.54
1376,2371,Net Banking,14070.31
1377,2372,UPI,34452.31
1378,2373,Debit Card,56802.73
1379,2375,UPI,12741.44
1380,2376,Net Banking,651.48
1381,2378,Net Banking,14278.75
1382,2379,Credit Card,1533.47
1383,2380,UPI,3849.69
1384,2381,UPI,51234.78
1385,2382,Net Banking,55893.89
1386,2383,COD,8014.9
1387,2384,Debit Card,43916.82
1388,2385,Credit Card,151562.25
1389,2386,Net Banking,1029.54
1390,2387,UPI,7403.76
1391,2388,Debit Card,132786.72
1392,2389,Credit Card,33133.73
1393,2390,Debit Card,7138.8
1394,2391,Debit Card,80848.7
1395,2392,Credit Card,5919.03
1396,2393,Net Banking,36318.06
1397,2394,UPI,7516.94
1398,2395,Net Banking,2867.69
1399,2396,COD,12456.17
1400,2397,UPI,854.6
1401,2398,COD,2537.81
1402,2399,Net Banking,6743.46
1403,2400,Debit Card,8299.8
1404,2401,Debit Card,95023.65
1405,2402,Credit Card,955.49
1406,2404,Net Banking,7501.56
1407,2405,Credit Card,209306.99
1408,2406,Debit Card,56945.71
1409,2407,Net Banking,9626.65
1410,2408,Net Banking,14722.28
1411,2410,Debit Card,50705.09
1412,2412,Credit Card,5590.01
1413,2413,Net Banking,4424.92
1414,2414,Credit Card,17818.95
1415,2415,Net Banking,1265.75
1416,2416,Credit Card,15311.31
1417,2418,UPI,46755.27
1418,2419,Credit Card,1308.1
1419,2420,Net Banking,14063.49
1420,2421,Net Banking,53701.84
1421,2422,Credit Card,1446.42
1422,2423,COD,57398.54
1423,2424,COD,1729.86
1424,2425,Credit Card,68824.69
1425,2426,UPI,1709.26
1426,2427,Debit Card,778.26
1427,2428,Debit Card,11691.0
1428,2430,COD,9792.3
1429,2431,Debit Card,3685.8
1430,2432,UPI,124049.62
1431,2433,Debit Card,107737.19
1432,2434,COD,74074.64
1433,2436,Debit Card,5035.83
1434,2437,Net Banking,74838.38
1435,2438,UPI,8101.23
1436,2439,UPI,3701.19
1437,2440,COD,1952.73
1438,2441,UPI,113183.13
1439,2442,Credit Card,45422.68
1440,2443,Debit Card,12128.76
1441,2444,Debit Card,12400.32
1442,2445,Credit Card,700.91
1443,2446,COD,5901.08
1444,2447,COD,7960.2
1445,2448,COD,150457.52
1446,2449,COD,346.19
1447,2450,Credit Card,25448.16
1448,2451,Net Banking,72667.68
1449,2452,COD,48938.0
1450,2453,UPI,2077.64
1451,2454,Credit Card,2169.27
1452,2455,UPI,6083.73
1453,2456,Debit Card,864.28
1454,2458,COD,56620.37
1455,2459,Net Banking,13970.89
1456,2460,COD,1148.58
1457,2461,Debit Card,745.2
1458,2463,UPI,1325.79
1459,2464,Net Banking,1895.16
1460,2465,Credit Card,132049.58
1461,2466,Credit Card,21383.89
1462,2467,UPI,101629.23
1463,2468,Debit Card,20273.08
1464,2469,Net Banking,2527.96
1465,2470,Debit Card,3234.09
1466,2473,Debit Card,10750.79
1467,2474,COD,3387.09
1468,2475,Credit Card,10666.1
1469,2476,Net Banking,7762.95
1470,2477,COD,880.44
1471,2478,COD,3331.78
1472,2479,COD,13943.99
1473,2480,Debit Card,4035.08
1474,2481,UPI,36811.11
1475,2482,Net Banking,9876.87
1476,2483,Net Banking,10130.33
1477,2484,COD,6916.3
1478,2485,Credit Card,1995.62
1479,2486,Credit Card,107897.39
1480,2487,Debit Card,4701.78
1481,2488,UPI,2921.11
1482,2489,Debit Card,442.85
1483,2490,Debit Card,49955.26
1484,2491,Net Banking,3852.1
1485,2492,Credit Card,10817.8
1486,2493,COD,926.36
1487,2494,Debit Card,7347.09
1488,2495,Net Banking,11207.32
1489,2498,Credit Card,71345.82
1490,2499,Net Banking,27341.71
1491,2500,COD,5842.23
